OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2004873,04092016534,PLATES,301 GLENWOOD AVE ,#100,RALEIGH,NC,27603,(919) 828-0018,2013/10/25 04:00:00+00,Restaurant,14280,-78.64802957,35.784569,M
2004874,04092018551,Famous Toastery of Cary,316 COLONADES WAY ,SUITE 201C,CARY,NC,27518,(919) 655-1971,2021/03/08 05:00:00+00,Restaurant,14290,-78.77756307,35.73853619,M
2004875,04092017670,"XL SIDELINE, LLC",106 INVESTMENT BLVD ,,APEX,NC,27502,(919) 387-2955,2017/08/23 04:00:00+00,Restaurant,14258,0,0,U
2004876,04092017753,Cinebistro,525 NEW WAVERLY PL ,SUITE 203,CARY,NC,27518,(919) 987-3500,2017/12/11 05:00:00+00,Restaurant,14294,-78.77756307,35.73853619,M
2004877,04092030455,CockADoodleMoo (WCID #510),10125 DIVISION DR,,RALEIGH,NC,27603,(919) 614-0701,2019/12/11 05:00:00+00,Mobile Food Units,14304,-78.7114342,35.63398295,M
2004878,04092030385,Poblano's Tacos & More (WCID #660),1032 Huntsboro RD ,,Knightdale,NC,27545,(919) 279-2656,2018/12/13 05:00:00+00,Mobile Food Units,14306,-78.45819365,35.74969345,M
2004879,04092016100,SLICE OF N. Y. PIZZA,1016  Shoppes at Midway ,STE H,KNIGHTDALE,NC,27545,(919) 261-9478,2012/02/06 05:00:00+00,Restaurant,14293,-78.50550835,35.79794748,M
2004880,04092015860,BOJANGLES #45,900 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 453-6241,2011/01/07 05:00:00+00,Restaurant,14309,-78.47826635,35.90966729,M
2004881,04092015179,HOLIDAY INN EXPRESS,1006 MARCO DR ,,APEX,NC,27502,(919) 387-3636,2008/07/22 04:00:00+00,Restaurant,14323,-78.84034017,35.7170455,M
2004882,04092300256,LAS TRES FRONTERAS SUPER MERCADO,748 E CHATHAM  ST ,,CARY,NC,27511,(919) 380-3592,2012/05/22 04:00:00+00,Meat Market,14340,-78.76514155,35.79157241,M
2004883,04092017114,STEWART'S BISTRO,3652 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 562-2233,2015/12/11 05:00:00+00,Restaurant,14361,-78.50482681,35.94464173,M
2004884,04092015703,Buffalo Brothers,4025-100 Lake Boone  Trail,,RALEIGH,NC,27607,(919) 782-4949,2010/08/23 04:00:00+00,Restaurant,14314,-78.69718015,35.81549931,M
2004885,04092017812,Rolesville Diner,"411 S Main ST, Unit E",,ROLESVILLE,NC,27571,(919) 554-9931,2018/04/04 04:00:00+00,Restaurant,14362,-78.46634601,35.91624751,T
2004886,04092021813,AUX. Kitchen,1519 BROOKSIDE DRIVE,,RALEIGH,NC,27604,(919) 455-3460,2014/09/16 04:00:00+00,Food Stand,14365,-78.62494856,35.7987492,M
2004887,04092016767,LENOVO BUILDING 7 CAFE,7001 DEVELOPMENT DRIVE,,MORRISVILLE,NC,27560,(919) 237-8701,2014/09/26 04:00:00+00,Restaurant,14368,-78.87426823,35.86577034,M
2004888,04092015626,MCDONALDS #13824,101 TIMBER DR ,,GARNER,NC,27529,(919) 662-9804,2010/04/27 04:00:00+00,Restaurant,14369,-78.60450265,35.68563177,M
2004889,04092018722,JM Apex #3028,922 US 64 HWY W ,,APEX,NC,27502,(919) 467-3900,2021/10/13 04:00:00+00,Restaurant,14372,-78.82081015,35.74556916,M
2004890,04092018116,Mason's Famous Lobster Rolls,4121 MAIN AT NORTH HILLS ST,Suite 100,RALEIGH,NC,27609-5756,(984) 200-1845,2019/06/19 04:00:00+00,Restaurant,14386,-78.64323049,35.83718561,M
2004891,04092011046,Chilis Bar And Grill,6324 GLENWOOD AVE ,,RALEIGH,NC,27612-2618,(919) 571-3600,1992/06/05 04:00:00+00,Restaurant,14390,-78.70465597,35.85833528,M
2004892,04092017634,RESIDENCE INN DOWNTOWN RALEIGH,616 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 856-0017,2017/06/27 04:00:00+00,Restaurant,14419,-78.64078384,35.77259393,M
2004893,04092017320,BJ'S Restaurant,5707 Dillard DR ,,CARY,NC,27518,(919) 710-8170,2016/09/12 04:00:00+00,Restaurant,14420,-78.74369156,35.75540712,M
2004894,04092018611,Heights House Kitchen ,308 S Boylan  ST ,,RALEIGH,NC,27603,(919) 594-1881,2021/04/09 04:00:00+00,Restaurant,14414,-78.65056959,35.77655182,M
2004895,04092017319,PUBLIX #1514 DELI,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 04:00:00+00,Restaurant,14423,-78.5075981,35.94611021,M
2004896,04092110542,Emma Conn Magnet Elementary School Cafeteria,1220 BROOKSIDE DR,,RALEIGH,NC,27604,,2020/12/30 05:00:00+00,Public School Lunchrooms,14426,-78.62274262,35.79584396,M
2004897,04092018256,Sir Walter Coffee + Kitchen,242 S MAIN ST,118,HOLLY SPRINGS,NC,27540-9094,(919) 390-2150,2019/12/05 05:00:00+00,Restaurant,14427,-78.83395027,35.64920445,M
2004898,04092017536,MCDONALDS #29233 BRIER CREEK WALMART,10050 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 957-8404,2017/03/13 04:00:00+00,Restaurant,14432,-78.77801463,35.91234038,M
2004899,04092040357,Charlie C's Hot Dogs on Wheels #2 (WCID #633),3525 Old US 1 HWY ,10am-3pm ,NEW HILL,NC,27562,(919) 366-5703,2018/04/18 04:00:00+00,Pushcarts,14440,-78.9344958,35.68096162,M
2004900,04092015825,WAKEFIELD TAVERN,13200 NEW FALLS OF NEUSE RD ,STE 101,RALEIGH,NC,27614,(919) 554-0673,2010/11/18 05:00:00+00,Restaurant,14447,-78.55981965,35.9407555,M
2004901,04092021107,PNC SUITES KITCHEN,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,2001/12/14 05:00:00+00,Food Stand,14449,-78.7229363,35.8032419,M
2004902,04092013500,Lucky 32,7307 TRYON RD ,,CARY,NC,27511-6603,(919) 233-1632,2002/01/24 05:00:00+00,Restaurant,14452,-78.78538599,35.73639972,M
2004903,04092017800,Everest Nepali Kitchen,212 Grande Heights DR ,,CARY,NC,27513,(919) 378-9390,2018/02/22 05:00:00+00,Restaurant,14468,-78.7805746,35.804703,M
2004904,04092016014,CAPI'S,2700 REGENCY Pky ,,CARY,NC,27518,(919) 468-0084,2011/09/30 04:00:00+00,Restaurant,14469,-78.78906994,35.73392246,M
2004905,04092030222,CHICK-N-QUE (WCID #377),2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 369-7788,2010/06/29 04:00:00+00,Mobile Food Units,14472,-78.49336017,35.79721176,M
2004906,04092018418,Little Portugal,736 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 586-7144,2020/08/12 04:00:00+00,Restaurant,14484,-78.78930667,35.59080046,M
2004907,04092015050,CHIPOTLE MEXICAN GRILL #1087,100-103 Wrenn DR ,,CARY,NC,27511,(919) 462-1223,2008/01/22 05:00:00+00,Restaurant,14473,-78.78349077,35.76489071,M
2004908,04092015697,Subway,10130 Green Level Church  Rd Suite 300,,CARY,NC,27519,(919) 460-9422,2010/08/03 04:00:00+00,Restaurant,14496,-78.90107787,35.82060358,M
2004909,04092015866,TAQUERIA EL TORO,3615 JUNCTION  BLVD ,,RALEIGH,NC,27603,(919) 773-8172,2011/01/20 05:00:00+00,Restaurant,14504,-78.65709887,35.73081565,M
2004910,04092017470,HARRIS TEETER #118 STARBUCKS,5277 SUNSET LAKE RD ,,HOLLY SPRINGS,NC,27540,(919) 363-3059,2016/12/02 05:00:00+00,Restaurant,14512,-78.79652372,35.66680054,M
2004911,04092016784,SCHIANO'S PIZZA PASTA WINGS,948 GATEWAY COMMONS CIRCLE,,WAKE FOREST,NC,27587,(919) 263-9177,2014/10/07 04:00:00+00,Restaurant,14514,-78.4951784,35.96732914,M
2004912,04092021815,HARRIS TEETER #430 - PRODUCE,885 WALNUT ST ,,CARY,NC,27511,(919) 481-4251,2014/10/15 04:00:00+00,Food Stand,14516,-78.76561938,35.77485795,M
2004913,04092017687,Pho Sure,7451 Six Forks RD ,,RALEIGH,NC,27615,(919) 745-1168,2017/09/27 04:00:00+00,Restaurant,14521,-78.64725808,35.88069032,M
2004914,04092015927,Relish Craft Kitchen/The Kitchen Table,5625 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 787-1855,2011/03/31 04:00:00+00,Restaurant,14524,-78.68200551,35.85879117,M
2004915,04092018695,Rosati's Pizza Morrisville ,3605 Davis DR ,STE 107,MORRISVILLE,NC,27560,(919) 380-7000,2021/08/13 04:00:00+00,Restaurant,14530,-78.84976245,35.82130357,M
2004916,04092021513,WalMart Supercenter #4499-00 Deli/Bakery,841 E Gannon AVE ,,ZEBULON,NC,27597,(919) 269-2221,2008/02/25 05:00:00+00,Food Stand,14532,-78.29634697,35.83128525,M
2004917,04092016719,Firehouse Subs #917,1303 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 762-5328,2014/07/21 04:00:00+00,Restaurant,14538,-78.77762782,35.59227955,M
2004918,04092015076,Yoho Asian Bistro,8204-106 Tryon Woods DR ,,CARY,NC,27511,(919) 859-8081,2008/02/25 05:00:00+00,Restaurant,14531,-78.74169613,35.74700826,M
2004919,04092017119,Spring Rolls,5433-280 Wade Park BLVD ,,RALEIGH,NC,27607,(919) 803-1118,2015/12/16 05:00:00+00,Restaurant,14533,-78.72965578,35.80690133,M
2004920,04092018751,Sunrise Superfood Cafe,1040  Forestville  RD ,#148,WAKE FOREST,NC,27587,(919) 554-1228,2021/12/07 05:00:00+00,Restaurant,14545,-78.5075981,35.94611021,M
2004921,04092018449,Gulli Boys,1125 HATCHES POND LN,,CARY,NC,27519,(919) 334-1068,2020/09/23 04:00:00+00,Restaurant,14547,-78.84968108,35.82663773,M
2004922,04092110466,North Forest Pines Elem. Caf.,11501 Forest Pines DR ,,RALEIGH,NC,27614,(919) 570-2220,2007/07/10 04:00:00+00,Public School Lunchrooms,14554,-78.54699508,35.95343043,M
2004923,04092030489,Walking Crab #2 (WCID #772),10125 DIVISION DR,,RALEIGH,NC,27603,(919) 997-7351,2020/08/05 04:00:00+00,Mobile Food Units,14557,-78.7114342,35.63398295,M
2004924,04092110507,GREEN LEADERSHIP AND WORLD LANGUAGES MAGNET ELEMENTARY SCHOOL CAFETERIA,5307 SIX FORKS RD ,,RALEIGH,NC,27609,(919) 431-8141 ext. 22641,2016/05/05 04:00:00+00,Public School Lunchrooms,14562,-78.64443464,35.85411584,M
2004925,04092017818,Firehouse Subs #1530,2222 Walnut ST ,,CARY,NC,27518,(919) 322-1986,2018/03/27 04:00:00+00,Restaurant,14563,-78.74288401,35.75542976,M
2004926,04092021378,Lowes Foods #190 Produce,930 High House RD,,CARY,NC,27513,(919) 467-4441,2006/04/20 04:00:00+00,Food Stand,14565,-78.82691458,35.788417,M
2004927,04092016667,ACC AMERICAN CAFE/LA TAPENADE,1600 JOHN BRANTLEY  BLVD ,,MORRISVILLE,NC,27560,(919) 378-8454,2014/04/11 04:00:00+00,Restaurant,14568,-78.78941437,35.8696795,M
2004928,04092017934,Hong Kong Chinese Restaurant,12287 Capital BLVD ,,WAKE FOREST,NC,27587-6200,(919) 556-9505,2018/09/26 04:00:00+00,Restaurant,14577,-78.54097555,35.98087356,M
2004929,04092021532,The Fresh Market Deli,6325 Falls of Neuse  RD ,,RALEIGH,NC,27615,(919) 872-8501,2008/04/25 04:00:00+00,Food Stand,14581,-78.62251606,35.86922851,M
2004930,04092025274,Harris Teeter #496 Deli,940 US 64 HWY W,,APEX,NC,27523-7184,,2019/07/15 04:00:00+00,Food Stand,14598,-78.82197042,35.74562504,M
2004931,04092018365,MI CANCUN 2,9605 CHAPEL HILL RD ,,MORRISVILLE ,NC,27560,(919) 481-9002,2020/05/14 04:00:00+00,Restaurant,14602,-78.81159503,35.80640931,M
2004932,04092017743,Chengdu 7 Sichuan Cuisine,748 E Chatham ST Suite E,,CARY,NC,27511,(919) 883-5567,2017/11/27 05:00:00+00,Restaurant,14605,-78.76514155,35.79157241,M
2004933,04092025382,Durhamanian Grill @ Hubb Kitchen,1129 CORPORATION PKWY,Suite 199,RALEIGH,NC,27610,,2021/08/17 04:00:00+00,Food Stand,14606,-78.56954783,35.79505367,M
2004934,04092018609,Brus On Main,135 S MAIN ST,,FUQUAY VARINA,NC,27526,(984) 225-2035,2021/04/26 04:00:00+00,Restaurant,14615,-78.79933047,35.58320307,M
2004935,04092016334,UNITED SKATES CAFE,2901 TRAWICK RD ,,RALEIGH,NC,27604-3754,(919) 790-3808,2013/01/08 05:00:00+00,Restaurant,14625,-78.58934619,35.82027864,M
2004936,04092018237,Aviator Pizzeria & Beer Shop,601 E BROAD ST,,FUQUAY VARINA,NC,27526-1709,(919) 346-8206,2019/11/21 05:00:00+00,Restaurant,14640,-78.79336998,35.59304892,M
2004937,04092017933,Taqueria Acapulco,1601-43 CROSS LINK RD ,,RALEIGH,NC,27610,(984) 200-8374,2018/09/25 04:00:00+00,Restaurant,14618,-78.61376,35.75438832,M
2004938,04092016468,FIREBIRDS,3200 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 653-0111,2013/07/26 04:00:00+00,Restaurant,14647,-78.81800343,35.80772157,M
2004939,04092030305,THE 13TH TACO (WCID #568),10511-119 Shadowlawn DR ,,Raleigh,NC,27614,(919) 552-8868,2016/05/10 04:00:00+00,Mobile Food Units,14628,-78.58941339,35.90833211,M
2004940,04092010686,Saint Mary's School Dining ,900 HILLSBOROUGH ST ,,RALEIGH,NC,27603-1610,(919) 424-4093,1991/03/19 04:00:00+00,Restaurant,14661,-78.65261406,35.78272295,M
2004941,04092011619,Legislative Bldg Cafeteria,16 W Jones St ,,RALEIGH,NC,27601-1030,(919) 733-6032,1995/01/10 05:00:00+00,Restaurant,14670,-78.63894874,35.78321051,M
2004942,04092018572,Wendy's,1213 NW MAYNARD RD ,,CARY,NC,27513-8720,(919) 468-0919,2021/03/23 04:00:00+00,Restaurant,14674,-78.81068148,35.78456335,M
2004943,04092016769,SMITHFIELD'S CHICKEN N BAR-B-QUE,1440 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 557-2400,2014/10/10 04:00:00+00,Restaurant,14676,-78.77463279,35.59446528,M
2004944,04092016097,HYATT PLACE,710 CORPORATE CENTER DR ,,RALEIGH,NC,27607,(919) 233-2205,2012/01/31 05:00:00+00,Restaurant,14678,-78.73805959,35.79191164,M
2004945,04092018721,Try Seafoods,8204 Tryon Woods DR ,,CARY,NC,27518,(919) 977-1777,2021/10/05 04:00:00+00,Restaurant,14690,-78.74322582,35.74716614,M
2004946,04092017096,ROSALINI'S PIZZA & SUBS,6210 ROGERS  RD ,,ROLESVILLE,NC,27571,(919) 453-1466,2015/11/30 05:00:00+00,Restaurant,14693,-78.4674394,35.92192967,M
2004947,04092021594,PIZZA EXPRESS ,2121 POOLE RD ,,RALEIGH,NC,27610,(919) 231-8882,2009/10/30 04:00:00+00,Food Stand,14703,-78.60848656,35.7759893,M
2004948,04092015058,Bojangles #39,1581 E Williams ST ,,APEX,NC,27502,(919) 362-6796,2008/02/01 05:00:00+00,Restaurant,14709,-78.83501432,35.70601048,M
2004949,04092110498,ROLESVILLE HIGH SCHOOL CAFETERIA,1099 E YOUNG ST ,,ROLESVILLE,NC,27571,(919) 554-6303 ext. 20395,2013/06/14 04:00:00+00,Public School Lunchrooms,14715,-78.44139974,35.90590582,M
2004950,04092016009,STARBUCKS #16019,9441 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 845-4566,2011/09/23 04:00:00+00,Restaurant,14723,-78.65442873,35.90093926,M
2004951,04092030548,Not Just A Fry Guy (WCID# 842),2161 S Wilmington ST ,,WAKE FOREST,NC,27587,(919) 696-5056,2021/08/20 04:00:00+00,Mobile Food Units,14697,0,0,U
2004952,04092021689,JAMAICA JERK MASTERS,1909 POOLE RD ,,RALEIGH,NC,27610,(919) 231-7697,2011/09/26 04:00:00+00,Food Stand,14726,-78.61095414,35.77715441,M
2004953,04092016965,RESIDENCE INN/MARRIOTT COURTYARD FOOD SERVICE,10600 LITTLE BRIER CREEK LN ,,RALEIGH,NC,27617,(919) 472-1000,2015/06/18 04:00:00+00,Restaurant,14749,-78.79032614,35.9166105,M
2004954,04092030550,Taqueria La Mexicana,401 WAKE CHAPEL RD,,FUQUAY VARINA,NC,27526,,2021/08/25 04:00:00+00,Mobile Food Units,14754,-78.80006934,35.5907222,M
2004955,04092011862,Zebulon BP Grill,603 W GANNON AVE,,ZEBULON,NC,27597-2511,(919) 375-5200,1996/04/25 04:00:00+00,Restaurant,14760,-78.32832184,35.81991083,M
2004956,04092110464,WAKELON ELEMENTARY SCH. LUNCHROOM,8921 PIPPIN RD.,,ZEBULON,NC,27597,(919) 404-3844 ext. 23230,2007/06/12 04:00:00+00,Public School Lunchrooms,14787,-78.33537224,35.85559212,M
2004957,04092300261,CARLIE C'S MEAT,4111 NEW BERN AVE ,,RALEIGH,NC,27610-1372,(919) 250-7876,2013/01/25 05:00:00+00,Meat Market,14798,-78.56526592,35.80114227,M
2004958,04092016051,SUGAR BUZZ BAKERY & CAFE,1231 KILDAIRE FARM RD ,,RALEIGH,NC,27511,(919) 238-7224,2011/11/28 05:00:00+00,Restaurant,14747,-78.78338623,35.76303931,M
2004959,04092021731,CARLIE C'S SEAFOOD,4111 NEW BERN AVE ,,RALEIGH,NC,27610-1372,(919) 250-7876,2013/01/25 05:00:00+00,Food Stand,14799,-78.56526592,35.80114227,M
2004960,04092025396,C Mini Mart,8015 Chapel Hill RD ,,CARY,NC,27513-4168,(919) 469-3734,2021/10/07 04:00:00+00,Food Stand,14802,-78.76859401,35.7932882,M
2004961,04092021760,PAPA MURPHY'S NC035,1028 OBERLIN RD ,STE. 226,RALEIGH,NC,27605,(919) 322-0344,2013/10/11 04:00:00+00,Food Stand,14804,-78.65845011,35.79783502,M
2004962,04092025355,Mudcats Stand #6,1501 NC Hwy 39 ,,ZEBULON,NC,27597,(919) 269-2287,2021/03/30 04:00:00+00,Food Stand,14755,-78.26879316,35.81734961,M
2004963,04092014664,701 Cafe,701 CORPORATE CENTER DR,,RALEIGH,NC,27607-5084,(919) 413-5567,2006/07/28 04:00:00+00,Restaurant,14805,-78.74123075,35.79180834,M
2004964,04092016848,CAROLINA ALE HOUSE #GMA,500-300 GLENWOOD AVE.,,RALEIGH,NC,27603,(919) 835-2220,2015/01/08 05:00:00+00,Restaurant,14772,-78.64719757,35.78629836,M
2004965,04092016353,BUFFALO BROTHERS,11735  RETAIL DR ,,WAKE FOREST,NC,27587,(919) 570-6004,2013/01/14 05:00:00+00,Restaurant,14808,-78.54322313,35.96793718,M
2004966,04092040391,Purple Cabbage (WCID #837),2330-112 BALE ST,,RALEIGH,NC,27608-1798,(919) 771-9639,2021/06/08 04:00:00+00,Pushcarts,14776,-78.62772121,35.81322416,M
2004967,04092016642,SUBWAY #35970,4500 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 773-1993,2014/03/14 04:00:00+00,Restaurant,14810,-78.6585824,35.71894128,M
2004968,04092017968,Syneos Health Cafe,1030 Sync ST ,,Morrisville,NC,27560,(919) 876-9300,2018/10/31 04:00:00+00,Restaurant,14813,-78.82791355,35.86278061,M
2004969,04092110090,Pleasant Union Elem.School Cafet.,1900 PLEASANT UNION CHURCH RD ,,RALEIGH,NC,27614-7103,(919) 870-4230 ext. 20424,1992/08/20 04:00:00+00,Public School Lunchrooms,14822,-78.67273066,35.95029393,M
2004970,04092160087,Coventry House of Zebulon Kitchen,1225 W Gannon AVE ,,ZEBULON,NC,27597,(919) 375-4504,2019/10/02 04:00:00+00,Institutional Food Service,14793,-78.34162871,35.82214039,M
2004971,04092018139,Sweet Tea and Cornbread Cafe,5 E Edenton ST ,,RALEIGH,NC,27601,(919) 814-6980,2019/07/18 04:00:00+00,Restaurant,14854,-78.63858369,35.78186205,M
2004972,04092040300,COUSINS CONFECTIONS #2 (WCID #473),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 782-1967,2013/08/28 04:00:00+00,Pushcarts,14861,-78.71510697,35.79630808,M
2004973,04092016976,MCDONALDS #28653,1409 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 552-3190,2015/07/14 04:00:00+00,Restaurant,14862,-78.77166576,35.59372894,M
2004974,04092018246,PIZZA HUT #9215,301-105 N SALEM ST ,,APEX,NC,27502,(919) 267-4517,2019/12/03 05:00:00+00,Restaurant,14848,-78.85306067,35.7286054,T
2004975,04092018004,Publix 1552 Deli,425 Emissary DR ,,CARY,NC,27519,(919) 388-7201,2018/11/07 05:00:00+00,Restaurant,14870,-78.90353469,35.82487418,M
2004976,04092017969,Corelife Eatery,200-100 Crossroads BLVD ,,CARY,NC,27518,(919) 726-6261,2018/10/31 04:00:00+00,Restaurant,14860,-78.74157163,35.76120817,M
2004977,04092015586,WELLS FARGO  CAFE,1100 CORPORATE CENTER DR ,,RALEIGH,NC,27607-5066,(919) 852-7720,2010/03/29 04:00:00+00,Restaurant,14873,-78.73483567,35.80060497,M
2004978,04092016614,SUBWAY #14347,150 Fayetteville  ST ,STE 110,RALEIGH,NC,27601,(919) 828-0009,2014/02/03 05:00:00+00,Restaurant,14879,-78.63970962,35.77872217,M
2004979,04092017771,Bawarchi Grill & Spirits,800 W Williams ST ,,APEX,NC,27502,(919) 363-9000,2017/12/29 05:00:00+00,Restaurant,14883,-78.86480181,35.73964723,M
2004980,04092025371,Buena Papa @MSFH,411 W MORGAN ST,,RALEIGH,NC,27603,(919) 651-6600,2021/07/07 04:00:00+00,Food Stand,14884,-78.6456917,35.77945516,M
2004981,04092021082,Han-Dee Hugo's #46,1920 ROCK QUARRY RD ,,RALEIGH,NC,27610-4154,(919) 836-8780,1991/04/02 04:00:00+00,Food Stand,14897,-78.61289896,35.75413691,M
2004982,04092018030,Randys Pizza,13200 FALLS OF NEUSE RD ,STE 161-163,RALEIGH,NC,27614,(919) 554-1000,2019/01/22 05:00:00+00,Restaurant,14931,-78.55981965,35.9407555,M
2004983,04092021763,SHEETZ #525,10700 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 426-0073,2013/10/18 04:00:00+00,Food Stand,14934,-78.83609523,35.8469155,M
2004984,04092015923,Jubala Coffee,8450-104 HONEYCUTT  RD ,,RALEIGH,NC,27615,(919) 758-8330,2011/03/25 04:00:00+00,Restaurant,14925,-78.62255458,35.89538596,M
2004985,04092017997,Applebee's Grill & Bar,501 E Six Forks RD ,,RALEIGH,NC,27609-7889,(919) 856-9030,2018/12/13 05:00:00+00,Restaurant,14935,-78.62327835,35.81997806,M
2004986,04092030464,Antojitos Mexicanos La Favorita (WCID #753),10125  FAYETTEVILLE RD ,,Fuquay-Varina,NC,27526,(919) 247-4869,2020/02/11 05:00:00+00,Mobile Food Units,14936,-78.71851626,35.62758907,M
2004987,04092018538,Domino's 9020,2114 S MAIN ST,,WAKE FOREST,NC,27587,(919) 562-0330,2021/02/18 05:00:00+00,Restaurant,14947,-78.5350345,35.95207529,M
2004988,04092018359,TROPICAL SMOOTHIE CAFE,2028 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 977-9506,2020/04/30 04:00:00+00,Restaurant,14952,-78.78068669,35.73567522,M
2004989,04092030370,Woodpile BBQ (WCID #646),1120 Sandrock LN ,,WENDELL,NC,27591,(919) 365-9663,2018/08/28 04:00:00+00,Mobile Food Units,14964,-78.41733858,35.77529756,M
2004990,04092011682,Salsa Fresh Mexican Grill,5910 DURALEIGH RD ,,RALEIGH,NC,27612-2580,(919) 571-9111,1995/04/25 04:00:00+00,Restaurant,14974,-78.7119967,35.8587201,M
2004991,04092011723,Korner Cafe Food Court,4420 Lake Boone TRL ,,RALEIGH,NC,27607-7505,(919) 784-3401,1995/08/23 04:00:00+00,Restaurant,14979,-78.70242018,35.81817246,M
2004992,04092040087,Fancy Dogs #2 (WCID #106),3200 Gresham Lake RD ,STE 117,RALEIGH,NC,27615,(919) 426-3196,2001/01/05 05:00:00+00,Pushcarts,14992,-78.58228759,35.88437165,M
2004993,04092021046,Specialty South Commissary,3200 Gresham Lake Rd,Ste 117,RALEIGH,NC,27615,(919) 855-8548,2001/01/11 05:00:00+00,Food Stand,14993,-78.58228759,35.88437165,M
2004994,04092016248,BIDA MANDA,222 S BLOUNT ST ,,RALEIGH,NC,27601,(919) 829-9999,2012/08/28 04:00:00+00,Restaurant,15000,-78.63692839,35.77726279,M
2004995,04092016251,ANNAS PIZZERIA,138 S MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 285-2497,2012/09/04 04:00:00+00,Restaurant,15001,-78.80003832,35.58309804,M
2004996,04092022005,PUBLIX #1544 PRODUCE,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 05:00:00+00,Food Stand,15008,-78.89379203,35.73782787,M
2004997,04092017543,Kardia,4420 Lake Boone TRL ,,RALEIGH,NC,27607,,2017/02/22 05:00:00+00,Restaurant,15013,-78.70242018,35.81817246,M
2004998,04092018236,Tacos Don Marcos,9629 BITTER MELON DR ,,ANGIER,NC,27501,(919) 272-7062,2019/11/19 05:00:00+00,Restaurant,15026,-78.74798609,35.53954963,M
2004999,04092018143,Verizon Cary Marketplace,7000 WESTON PKWY,,CARY,NC,27513,(919) 377-5214,2019/07/26 04:00:00+00,Restaurant,15028,-78.79195115,35.83093189,M
2005000,04092016764,BON APPETIT @ CITRIX,120 S. WEST STREET,,RALEIGH,NC,27601,(919) 582-5557,2014/09/19 04:00:00+00,Restaurant,15029,-78.6465447,35.77892759,M
2005001,04092018136,Uncle Julio's #48,4325 GLENWOOD AVE,5008,RALEIGH,NC,27612-4539,(984) 221-1333,2019/07/11 04:00:00+00,Restaurant,15036,-78.68184484,35.84183815,T
2005002,04092021701,PAPA JOHN'S,5007 WINSTON HILL DR ,,CARY,NC,27513,(919) 380-7272,2012/02/16 05:00:00+00,Food Stand,15039,-78.84641118,35.79047558,M
2005003,04092021974,PUBLIX #1514 PRODUCE,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 04:00:00+00,Food Stand,15062,-78.5075981,35.94611021,M
2005004,04092025391,Little Caesars #75,6727-B  Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 665-6781,2021/09/23 04:00:00+00,Food Stand,15030,-78.50310777,35.79761688,M
2005005,04092016105,THE GARDEN ON MILLBROOK,2400 E MILLBROOK RD ,,RALEIGH,NC,27604-2806,(919) 790-8900,2012/02/15 05:00:00+00,Restaurant,15064,-78.59604131,35.8475498,M
2005006,04092025225,DOMINO'S #8938,2001 WIDE WATERS PKY ,,KNIGHTDALE,NC,27545,(919) 266-6667,2018/11/19 05:00:00+00,Food Stand,15066,-78.50515596,35.79511678,T
2005007,04092018574,Wendy's #11590,2091 S Main ST ,,WAKE FOREST,NC,27587,(919) 569-2133,2021/03/23 04:00:00+00,Restaurant,15070,-78.53253168,35.94845207,M
2005008,04092016483,VILLAGE DELI & GRILL LAKE BOONE TRAIL,2500 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 803-1245,2013/08/06 04:00:00+00,Restaurant,15078,-78.692995,35.81676997,M
2005009,04092015820,VILLAGE GRILL,8470-102 HONEYCUTT RD ,,RALEIGH,NC,27615,(919) 890-5340,2010/11/12 05:00:00+00,Restaurant,15081,-78.62256186,35.89560462,M
2005010,04092160069,ZEBULON HOUSE (KITCHEN),551 PONY RD ,,ZEBULON,NC,27597,(919) 269-6061,2009/02/18 05:00:00+00,Institutional Food Service,15086,-78.33214269,35.8167762,M
